Source,Type,MemberOrganizations,Address1,Address2,City,State,ZIP,Phone,Website,Email,full_address,Latitude,Longitude
Curated using Google,Organization,Red Bank Village Association,55 W Front St,NA,Red Bank,NJ,07701,NA,NA,NA,"55 W Front St, Red Bank, NJ, 07701",40.351203,-74.0675791
League of Historical Societies of NJ,Cultural Site,Red Bank Public Library,84 West Front Street,NA,Red Bank,NJ,07701,732-842-0690,redbanklibrary.org,NA,"84 West Front Street, Red Bank, NJ, 7701",40.3516709,-74.0691081
League of Historical Societies of NJ,Museum,New Jersey Scout Museum,705 Ginesi Drive,NA,Morganville,NJ,07751,732-809-7040,njsm.org,NA,"705 Ginesi Drive, Morganville, NJ, 7751",40.3519287,-74.293197
Curated using Google,Bookstore,Farley's Bookshop,44 South Main Street,NA,New Hope,PA,18938,NA,NA,NA,"44 South Main Street, New Hope, PA, 18938",40.3635065,-74.9512684
Curated using Google,Historical Society,River Road Books,759 River Road,NA,Fair Haven,NJ,07704,NA,NA,NA,"759 River Road, Fair Haven, NJ, 07704",40.364581,-74.035452
League of Historical Societies of NJ,Historical Society,Lambertville Historical Society,60 Bridge Street,P.O. Box 2,Lambertville,NJ,08530,609-397-0770,lambertvillehistoricalsociety.org,NA,"60 Bridge Street, Lambertville, NJ, 8530",40.3660175,-74.9436784
League of Historical Societies of NJ,Organization,Rockingham Association,84 Laurel Ave,P.O. Box 496,Kingston,NJ,08528,609-683-7132,NA,rockingham1783@yahoo.com,"84 Laurel Ave, Kingston, NJ, 8528",40.3822604,-74.6167757
League of Historical Societies of NJ,Museum,Hopewell Museum,28 East Broad Street,NA,Hopewell,NJ,08525,609-731-9334,hopewellmuseumnj.org,NA,"28 East Broad Street, Hopewell, NJ, 8525",40.3901375,-74.7599459
League of Historical Societies of NJ,Cultural Site,D&R Canal Watch,NA,P.O. Box 2,Rocky Hill,NJ,08553,908-240-0488,canalwatch.org,info@canalwatch.org,"NA, Rocky Hill, NJ, 8553",40.3998283,-74.6343244
League of Historical Societies of NJ,Historical Society,Historical Society of Highlands,NA,P.O. Box 13,Highlands,NJ,07732,732-842-1719,facebook.com/groups/HistoricalSocietyofHighlands/about/,nanakrd@gmail.com,"NA, Highlands, NJ, 7732",40.40372,-73.991527
League of Historical Societies of NJ,Historical Society,Victorian Society,20 King James Lane,NA,Atlantic Highlands,NJ,07716,973-744-1561,victoriansociety.org,NA,"20 King James Lane, Atlantic Highlands, NJ, 7716",40.4041087,-74.0295304
League of Historical Societies of NJ,Historical Society,Delaware River Mill Society,NA,P.O. Box 298,Stockton,NJ,08559,609-397-3586,prallsvillemills.org,NA,"NA, Stockton, NJ, 8559",40.407883,-74.9782238
League of Historical Societies of NJ,Historical Society,Twin Lights Historical Society,Lighthouse Road,NA,Highlands,NJ,07732,732-872-1814,twinlightslighthouse.com,NA,"Lighthouse Road, Highlands, NJ, 7732",40.410546,-74.0015217
League of Historical Societies of NJ,Historical Society,Atlantic Highlands Historical Society,27 Prospect Cir,P.O. Box 108,Atlantic Highlands,NJ,07716,732-872-1861,ahhistory.org,NA,"27 Prospect Cir, Atlantic Highlands, NJ, 7716",40.4119322,-74.03368
League of Historical Societies of NJ,Historical Society,Matawan Historical Society,NA,P.O. Box 41,Matawan,NJ,07747,732-742-7735,matawanhistoricalsociety.org,NA,"NA, Matawan, NJ, 7747",40.41483,-74.2295891
League of Historical Societies of NJ,Historical Society,East Amwell Historical Society,1053 Old York Road,P.O. Box 98,Ringoes,NJ,08551,609-285-0322,eastamwellhistory.org,NA,"1053 Old York Road, Ringoes, NJ, 8551",40.4346963,-74.8645086
League of Historical Societies of NJ,Historical Society,East Brunswick Historical Society,78 Milltown Rd,NA,East Brunswick,NJ,08816,732-249-7397,ebhistoricalsociety.webs.com,NA,"78 Milltown Rd, East Brunswick, NJ, 8816",40.441041,-74.399728
League of Historical Societies of NJ,Historical Society,Delaware Township Historical Society,NA,P.O. Box 149,Sergeantsville,NJ,08557,609-397-5348,dthsnj.org,NA,"NA, Sergeantsville, NJ, 8557",40.4460509,-74.9441138
League of Historical Societies of NJ,"Presevation, Organization",South River Historical & Preservation Society,NA,Box 446,South River,NJ,08882,732-613-3078,https://southriverhistory.org/,southriverhistory@gmail.com,"NA, South River, NJ, 8882",40.446495,-74.3859831
League of Historical Societies of NJ,Historical Society,Sayreville Historical Society,NA,P.O. Box 66,Sayreville,NJ,08872,732-390-7048,NA,NA,"NA, Sayreville, NJ, 8872",40.4635362,-74.3618499
League of Historical Societies of NJ,Cultural Site,Middlesex County Office of Arts & History,703 Jersey Avenue,NA,New Brunswick,NJ,08901,732-745-4489,co.middlesex.nj.us/Government/Departments/BDE/CulturalandHeritage/,cultureandheritage@co.middlesex.nj.us,"703 Jersey Avenue, New Brunswick, NJ, 8901",40.4769543,-74.4717581
League of Historical Societies of NJ,Historical Society,New Brunswick Historical Society,60 Livingston Avenue,NA,New Brunswick,NJ,08901,732-745-5108,NA,newbrunswickhistorical@gmail.com,"60 Livingston Avenue, New Brunswick, NJ, 8901",40.4913782,-74.4455497
Curated using Google,Historical Society,Hidden Gems Literary Emporium,55b Morris St,NA,New Brunswick,NJ,08901,NA,NA,NA,"55b Morris St, New Brunswick, NJ, 08901",40.4913927,-74.4441924
League of Historical Societies of NJ,Cultural Site,Raritan-Millstone Heritage Alliance,NA,P.O. Box 5583,Somerset,NJ,08875,732-738-1165,raritanmillstone.org,NA,"NA, Somerset, NJ, 8875",40.4976041,-74.4884868
League of Historical Societies of NJ,Library,Franklin Township Public Library,485 DeMott Lane,NA,Somerset,NJ,08873,732-873-8700,franklintwp.org,NA,"485 DeMott Lane, Somerset, NJ, 8873",40.4980729,-74.5254432
League of Historical Societies of NJ,Organization,Proprietary House Association,149 Kearny Avenue,NA,Perth Amboy,NJ,08861,732-826-5527,theproprietaryhouse.org,NA,"149 Kearny Avenue, Perth Amboy, NJ, 8861",40.5034163,-74.2692933
League of Historical Societies of NJ,Cultural Site,Somerset County Library System,379 South Branch Road,NA,Hillsborough,NJ,08844,908-369-2200,sclsnj.org,NA,"379 South Branch Road, Hillsborough, NJ, 8844",40.5066858,-74.6746691
Curated using Google,Historical Society,Hunterdon County Historical Society,114 Main St,NA,Flemington,NJ,08822,NA,NA,NA,"114 Main St, Flemington, NJ, 08822",40.5094274,-74.8586913
League of Historical Societies of NJ,Historical Society,Hunterdon County Historical Society,114 Main Street,NA,Flemington,NJ,08822,908-782-1091,hunterdonhistory.org,NA,"114 Main Street, Flemington, NJ, 8822",40.5094274,-74.8586913
League of Historical Societies of NJ,Cultural Site,Samuel Fleming House,5 Bonnell Street,NA,Flemington,NJ,08822,908-782-4607,samuelfleminghouse.org,NA,"5 Bonnell Street, Flemington, NJ, 8822",40.5095516,-74.8615958
League of Historical Societies of NJ,"Presevation, Organization",Fellowship for Metlar House,1281 River Road,NA,Piscataway,NJ,08855,732-463-8363,metlarbodinehousemuseum.org,NA,"1281 River Road, Piscataway, NJ, 8855",40.5123222,-74.4566385
League of Historical Societies of NJ,"Presevation, Organization",Friends of Historic Flemington,NA,P.O. Box 289,Flemington,NJ,08822,NA,NA,jeanette.fullerton@gmail.com,"NA, Flemington, NJ, 8822",40.5130953,-74.8591333
League of Historical Societies of NJ,Cultural Site,Hunterdon County Cultural & Heritage Commission,NA,P.O. Box 2900,Flemington,NJ,08822,908-788-1256,co.hunterdon.nj.us/depts/c&h/c&h.htm,cultural@co.hunterdon.nj.us,"NA, Flemington, NJ, 8822",40.5130953,-74.8591333
League of Historical Societies of NJ,"Presevation, Organization",Meadows Foundation,1289 Easton Avenue,NA,Somerset,NJ,08873,732-748-7657,themeadowsfoundation.org,NA,"1289 Easton Avenue, Somerset, NJ, 8873",40.5219292,-74.4938697
League of Historical Societies of NJ,Cultural Site,Distributed Tech Services Alexander Library at Rutgers,47 Davidson Road,NA,Piscataway,NJ,08854,732-932-7851,libraries.rutgers.edu,NA,"47 Davidson Road, Piscataway, NJ, 8854",40.5233188,-74.453582
League of Historical Societies of NJ,Cultural Site,Jersey Blues Chapter Daughters of the American Revolution,21 Sunburst Lane,NA,Piscataway,NJ,08854,732-463-8978,NA,a_chancer@hotmail.com,"21 Sunburst Lane, Piscataway, NJ, 8854",40.531518,-74.43549
League of Historical Societies of NJ,Archives,Danish Archive Northeast (DANE),855 New Durham Road,NA,Edison,NJ,08817,732-287-6445,http://www.rootsweb.ancestry.com/~njdane/index.html,danenj@aol.com,"855 New Durham Road, Edison, NJ, 8817",40.5416128,-74.3932771
League of Historical Societies of NJ,Education,Ukrainian History and Education Center,135 Davidson Avenue,NA,Somerset,NJ,08873,732-356-0132,https://www.ukrhec.org,NA,"135 Davidson Avenue, Somerset, NJ, 8873",40.5422307,-74.5205717
League of Historical Societies of NJ,Historical Society,Metuchen-Edison Historical Society,NA,P.O. Box 61,Metuchen,NJ,08840,732-225-9451,metuchen-edisonhistsoc.org,NA,"NA, Metuchen, NJ, 8840",40.5431598,-74.3632049
League of Historical Societies of NJ,"Presevation, Organization",Friends of the Abraham Staats House,17 Von Steuben Lane,P.O. Box 115,South Bound Brook,NJ,08880,732-356-4789; 469-3198,staatshouse.org,NA,"17 Von Steuben Lane, South Bound Brook, NJ, 8880",40.5511438,-74.5225868
League of Historical Societies of NJ,Organization,Historical Association of Woodbridge Twp.,NA,P.O. Box 83,Woodbridge,NJ,07095,732-634-9397,facebook.com/HAWTWP,brendavelasco@msn.com,"NA, Woodbridge, NJ, 7095",40.5536918,-74.2823573
League of Historical Societies of NJ,Historical Society,Somerset County Historical Society,9 Van Veghten Drive,NA,Bridgewater,NJ,08807,908-218-1281,somersethistorynj.org,NA,"9 Van Veghten Drive, Bridgewater, NJ, 8807",40.5573821,-74.58768
League of Historical Societies of NJ,Organization,Woodbridge Twp Historic Preservation Commission,582 Rahway Avenue,NA,Woodbridge,NJ,07095,732-634-9124,woodbridgetownshiphistory.org,NA,"582 Rahway Avenue, Woodbridge, NJ, 7095",40.5610262,-74.273579
League of Historical Societies of NJ,Organization,Heritage Trail Association Inc.,941 East Main Street,P.O. Box 698,Bridgewater,NJ,08807,(310) 691-9388,htanj.org,NA,"941 East Main Street, Bridgewater, NJ, 8807",40.5616919,-74.5538723
League of Historical Societies of NJ,Cultural Site,Thomas Edison Center At Menlo Park,37 Christie Street,P.O. Box 656,Edison,NJ,08818,732-494-4194,menloparkmuseum.org,NA,"37 Christie Street, Edison, NJ, 8818",40.5635602,-74.3392815
League of Historical Societies of NJ,"Presevation, Organization",Historical & Cultural Committee of Raritan,114 Avonridge Road,NA,Raritan,NJ,08869,908-526-7784,NA,Karen.eastlund@gmail.com,"114 Avonridge Road, Raritan, NJ, 8869",40.5650087,-74.6454494
League of Historical Societies of NJ,"Presevation, Organization",Friends of the Wallace House and Old Dutch Parsonage,71 Somerset Street,P.O. Box 225,Somerville,NJ,08876,908-304-0990,wallacehousefriends.blogspot.com,wyckoffhistory.org/stone-houses/van-voorhees-quackenbush-zabriskie-house/,"71 Somerset Street, Somerville, NJ, 8876",40.569979,-74.6218445
League of Historical Societies of NJ,"Cultural Site, Organization",Somerville Historic Advisory Committee,25 West End Avenue,NA,Somerville,NJ,08876,908-725-2300,somervillenj.org/content/580/158/618/default.aspx,cynthia_crothers@yahoo.com,"25 West End Avenue, Somerville, NJ, 8876",40.570321,-74.6188455
League of Historical Societies of NJ,Museum,Readington Museums,114 Dreahook Road,PO Box 216,Stanton,NJ,08885,NA,NA,readingtonmuseums@gmail.com,"114 Dreahook Road, Stanton, NJ, 8885",40.5806223,-74.8293621
League of Historical Societies of NJ,Historical Society,Green Brook Historical Society,111 Greenbrook Road,NA,Green Brook,NJ,08812,732-331-2078,www.greenbrooktwp.org,NA,"111 Greenbrook Road, Green Brook, NJ, 8812",40.599083,-74.473428
League of Historical Societies of NJ,Historical Society,Historical Society of Plainfield / Drake House Museum,602 West Front Street,NA,Plainfield,NJ,07060,908-755-5831,drakehouseplainfieldnj.org,NA,"602 West Front Street, Plainfield, NJ, 7060",40.6037424,-74.4446017
League of Historical Societies of NJ,Museum,Merchants & Drovers Tavern Museum Assn.,NA,P.O. Box 1842,Rahway,NJ,07065,732-381-0441,merchantsanddrovers.org,NA,"NA, Rahway, NJ, 7065",40.6081591,-74.2776468
League of Historical Societies of NJ,"Presevation, Organization",Friends of Vermeule Mansion Inc.,614 Greenbrook Road,NA,North Plainfield,NJ,07063,908-462-4209,NA,naciampa@aol.com,"614 Greenbrook Road, North Plainfield, NJ, 7063",40.6090355,-74.4555956
League of Historical Societies of NJ,Cultural Site,Plainfield Public Library,800 Park Avenue,NA,Plainfield,NJ,07060,908-757-1111,plainfieldlibrary.info,drakehouseplainfield@gmail.com,"800 Park Avenue, Plainfield, NJ, 7060",40.6133591,-74.4153546
League of Historical Societies of NJ,Organization,Watchung Historical Commission,15 Mountain Boulevard,NA,Watchung,NJ,07069,NA,NA,amberchoudry@gmail.com,"15 Mountain Boulevard, Watchung, NJ, 7069",40.635967,-74.453175
Curated using Google,Bookstore,Town Book Store,270 E Broad St,NA,Westfield,NJ,07090,NA,NA,NA,"270 E Broad St, Westfield, NJ, 07090",40.6525802,-74.3472584
League of Historical Societies of NJ,"Presevation, Organization",Friends of the Jacobus Vanderveer House,3055 River Road,P.O. Box 723,Bedminster,NJ,07921,908-396-6053,jvanderveerhouse.org,NA,"3055 River Road, Bedminster, NJ, 7921",40.6542358,-74.6634028
League of Historical Societies of NJ,Cultural Site,Washington-Rochambeau Revolutionary Route New Jersey (W3R-NJ),411 Elm Street,NA,NA,NJ,NA,908-917-4706,w3r-nj.com,NA,"411 Elm Street, NJ",40.654512,-74.3539897
League of Historical Societies of NJ,Historical Society,Westfield Historical Society,314 Mountain Avenue,P.O. Box 613,Westfield,NJ,07090,908-654-1794,westfieldhistoricalsociety.org,NA,"314 Mountain Avenue, Westfield, NJ, 7090",40.6566777,-74.3493249
League of Historical Societies of NJ,Historical Society,Cranford Historical Society,38 Springfield Avenue,NA,Cranford,NJ,07016,908-276-0082,cranfordhistoricalsociety.com,NA,"38 Springfield Avenue, Cranford, NJ, 7016",40.6588792,-74.3040036
League of Historical Societies of NJ,Cultural Site,Union County Div. of Cultural & Heritage Affairs,633 Pearl Street,NA,Elizabeth,NJ,07202,908-558-2550,NA,culturalinfo@ucnj.org,"633 Pearl Street, Elizabeth, NJ, 7202",40.6600426,-74.2142837
League of Historical Societies of NJ,Historical Society,West Portal Historic Society,292 Asbury-West Portal Road,P.O. Box 134,Bethlehem,NJ,08802,908-479-6323,NA,hfe@embarqmail.com,"292 Asbury-West Portal Road, Bethlehem, NJ, 8802",40.6628613,-75.0333037
League of Historical Societies of NJ,Historical Society,Roselle Park Historical Society,309 E. Grant Avenue,NA,Roselle Park,NJ,07204,908-245-1776,roselleparkhistoricalsociety.org,NA,"309 E. Grant Avenue, Roselle Park, NJ, 7204",40.6652537,-74.2566716
League of Historical Societies of NJ,Organization,U.S. Golf Association Museum,77 Liberty Corner Road,NA,Liberty Corner,NJ,07938,908-234-2300,usga.org,NA,"77 Liberty Corner Road, Liberty Corner, NJ, 7938",40.6658909,-74.5908245
League of Historical Societies of NJ,Historical Society,Bayonne Historical Society,NA,P.O. Box 3034,Bayonne,NJ,07002,NA,NA,rgumkowski@optimum.net,"NA, Bayonne, NJ, 7002",40.6687141,-74.1143091
League of Historical Societies of NJ,Historical Society,Tewksbury Historical Society,NA,P.O. Box 457,Oldwick,NJ,08858,908-832-6734,tewksburyhistory.net,NA,"NA, Oldwick, NJ, 8858",40.6726014,-74.7473849
League of Historical Societies of NJ,Museum,Liberty Hall Museum,1003 Morris Avenue,NA,Union,NJ,07083,908-527-0400,https://lighthousechallengenj.com/,libertyhall@kean.edu,"1003 Morris Avenue, Union, NJ, 7083",40.6797978,-74.2274205
League of Historical Societies of NJ,Historical Society,Historical Society of Berkeley Heights,29 Park Avenue,NA,Berkeley Heights,NJ,07922,848-235-5740,NA,Dreamw666@yahoo.com,"29 Park Avenue, Berkeley Heights, NJ, 7922",40.6818251,-74.4426273
League of Historical Societies of NJ,Historical Society,Hillside Historical Society,111 Conant Street,NA,Hillside,NJ,07205,908-353-8828,hillsidehistoricalsociety.org,NA,"111 Conant Street, Hillside, NJ, 7205",40.6875158,-74.2191466
League of Historical Societies of NJ,Historical Society,Union Township Historical Society,909 Caldwell Avenue,NA,Union,NJ,07083,908-591-4377,unionnjhistory.com,NA,"909 Caldwell Avenue, Union, NJ, 7083",40.695538,-74.278489
Curated using Google,Bookstore,Here's the Story Bookstore,1043 Stuyvesant Ave.,NA,Union,NJ,07083,NA,NA,NA,"1043 Stuyvesant Ave., Union, NJ, 07083",40.6962459,-74.2699223
Curated using Google,Historical Society,Union Township Historical Society,1287 Stuyvesant Ave,NA,Union,NJ,07083,NA,NA,NA,"1287 Stuyvesant Ave, Union, NJ, 07083",40.7008613,-74.2649215
League of Historical Societies of NJ,Historical Society,Historical Society of  Somerset Hills,15 West Oak Street,P.O. Box 136,Basking Ridge,NJ,07920,908-231-1770,thssh.org,NA,"15 West Oak Street, Basking Ridge, NJ, 7920",40.7064545,-74.549888
League of Historical Societies of NJ,Historical Society,New Providence Historical Society,377 Elkwood Avenue,NA,New Providence,NJ,07974,908-463-4108,newprovidencehistorical.com,NA,"377 Elkwood Avenue, New Providence, NJ, 7974",40.7086718,-74.4040653
League of Historical Societies of NJ,Historical Society,Springfield Historical Society,125 Morris Avenue,NA,Union,NJ,07081,973-912-4464,NA,ibjurczak@gmail.com,"125 Morris Avenue, Union, NJ, 7081",40.7096792,-74.3071631
League of Historical Societies of NJ,Cultural Site,Calvary Episcopal Church,31 Woodland Avenue,NA,Summit,NJ,07901,908-277-1814,calvarysummit.org,NA,"31 Woodland Avenue, Summit, NJ, 7901",40.7195831,-74.3603169
League of Historical Societies of NJ,Historical Society,Historical Society of Chatham Township,24 Southern Blvd.,P.O. Box 262,Chatham,NJ,07928,973-701-0166,chathamtownshiphistoricalsociety.org,NA,"24 Southern Blvd., Chatham, NJ, 7928",40.7204369,-74.4022244
League of Historical Societies of NJ,Historical Society,Summit Historical Society,90 Butler Parkway,NA,Summit,NJ,07901,908-277-1747,summithistoricalsociety.com,NA,"90 Butler Parkway, Summit, NJ, 7901",40.7300505,-74.3697892
Curated using Google,Bookstore,[words] Bookstore,179 Maplewood Ave,NA,Maplewood,NJ,07040,NA,NA,NA,"179 Maplewood Ave, Maplewood, NJ, 07040",40.730577,-74.2783947
League of Historical Societies of NJ,Cultural Site,Hudson County Cultural & Heritage,583 Newark Avenue,NA,Jersey City,NJ,07306,201-459-2070,https://hudsoncountyculturalaffairs.org/,admin@hudsoncountyculturalaffairs.org,"583 Newark Avenue, Jersey City, NJ, 7306",40.7316205,-74.0574948
Curated using Google,Historical Society,Source of Knowledge Book Store,867 Broad St,NA,Newark,NJ,07102,NA,NA,NA,"867 Broad St, Newark, NJ, 07102",40.7334658,-74.1734701
League of Historical Societies of NJ,Cultural Site,Kimmage Publishing LLC,3 Iris Road,NA,Summit,NJ,07901,908-273-8712,www.fitzgeraldsnj.com,NA,"3 Iris Road, Summit, NJ, 7901",40.7338775,-74.3681218
League of Historical Societies of NJ,Organization,Durand-Hedden House & Garden Association,523 Ridgewood Road,P.O. Box 206,Maplewood,NJ,07040,973-763-7712,durandhedden.org,NA,"523 Ridgewood Road, Maplewood, NJ, 7040",40.7352208,-74.278885
League of Historical Societies of NJ,"Cultural Site, Organization",Newark Preservation & Landmarks Committee,NA,P.O. Box 1066,Newark,NJ,07102,973-643-4104,newarklandmarks.org,NA,"NA, Newark, NJ, 7102",40.735657,-74.1723667
League of Historical Societies of NJ,Historical Society,New Jersey Historical Society,52 Park Place,NA,Newark,NJ,07102,973-596-8500,jerseyhistory.org,NA,"52 Park Place, Newark, NJ, 7102",40.7387846,-74.1684915
League of Historical Societies of NJ,Historical Society,Chatham Historical Society,NA,P.O. Box 682,Chatham,NJ,07928,NA,chathamnjhistoricalsociety.org,chathamnjhistory@gmail.com,"NA, Chatham, NJ, 7928",40.7409242,-74.3836711
League of Historical Societies of NJ,Cultural Site,New Jersey Catholic Historical Commission Walsh Library,400 S. Orange Avenue,NA,South Orange,NJ,07079,973-275-2378,njhistoryroundtables.org/NJARRT/Start.html,Alan.Delozier@shu.edu,"400 S. Orange Avenue, South Orange, NJ, 7079",40.7417808,-74.2445798
League of Historical Societies of NJ,Historical Society,Medical History Society of NJ c/o UMDNJ Special Collections Smith Library,30 12th Ave,NA,Newark,NJ,07101,973-972-7830,mhsnj.org,NA,"30 12th Ave, Newark, NJ, 7101",40.7420423,-74.1890791
League of Historical Societies of NJ,Historical Society,Harding Township Historical Society,NA,P.O. Box 1776,New Vernon,NJ,07976,NA,hths.org,NA,"NA, New Vernon, NJ, 7976",40.7453784,-74.4973774
League of Historical Societies of NJ,"Presevation, Organization",South Orange Historical & Preservation Society,NA,P.O. Box 61,South Orange,NJ,07079,201-240-1786,sohps.org,NA,"NA, South Orange, NJ, 7079",40.7474966,-74.2635376
League of Historical Societies of NJ,Organization,Montrose Park Historic District Association,NA,P.O. Box 953,South Orange,NJ,07079,NA,mphda.org,NA,"NA, South Orange, NJ, 7079",40.7474966,-74.2635376
League of Historical Societies of NJ,Historical Society,Millburn-Short Hills Historical Society,NA,P.O. Box 243,Short Hills,NJ,07078,973-564-9519,mshhistsoc.org,NA,"NA, Short Hills, NJ, 7078",40.7478786,-74.3254271
League of Historical Societies of NJ,Museum,Hoboken Historical Museum and Cultural Center,1301 Hudson St.,P.O. Box 3296,Hoboken,NJ,07030,201-656-2243,hobokenmuseum.org,NA,"1301 Hudson St., Hoboken, NJ, 7030",40.7521438,-74.0249925
League of Historical Societies of NJ,Historical Society,Washington Township Historical Society-Morris County,6 Fairview Avenue,P.O. Box 189,Long Valley,NJ,07853,908-876-9696,wthsnj.org,C/O Julie Diddell Chair,"6 Fairview Avenue, Long Valley, NJ, 7853",40.7874356,-74.7791962
League of Historical Societies of NJ,Historical Society,Historical Society of Florham Park,NA,P.O. Box 193,Florham Park,NJ,07932,973-377-1897,florhamparkboro.net/local_clubs_and_associations.html,rdavidsonfp@gmail.com,"NA, Florham Park, NJ, 7932",40.7881643,-74.3891647
League of Historical Societies of NJ,Historical Society,Mendham Borough Historical Society,9 Essex Drive,NA,Mendham,NJ,07945,973-543-6081,inmendham.com/mbhist.htm,history@inmendham.com,"9 Essex Drive, Mendham, NJ, 7945",40.7899225,-74.5933171
League of Historical Societies of NJ,"Cultural Site, Genealogy",North Jersey History & Genealogy Center Morristown & Morris Township Library,One Miller Road,NA,Morristown,NJ,07960,973-538-3473,jfpl.org,NA,"One Miller Road, Morristown, NJ, 7960",40.7917027,-74.4808357
League of Historical Societies of NJ,Museum,Macculloch Hall Historical Museum,45 Macculloch Avenue,NA,Morristown,NJ,07960,973-538-2404,MaccullochHall.org,NA,"45 Macculloch Avenue, Morristown, NJ, 7960",40.792573,-74.481932
League of Historical Societies of NJ,Historical Society,Historical Society of Bloomfield,90 Broad Street,NA,Bloomfield,NJ,07003,973-743-8844,bloomfieldhistorical.org,NA,"90 Broad Street, Bloomfield, NJ, 7003",40.7966251,-74.1981914
League of Historical Societies of NJ,Historical Society,Morris County Historical Society at Acorn Hall,68 Morris Avenue,NA,Morristown,NJ,07960,973-267-3465,acornhall.org,NA,"68 Morris Avenue, Morristown, NJ, 7960",40.7969358,-74.4598808
Curated using Google,"Lighthouse, Organization",New Jersey Lighthouse Society,21 Washington St,NA,Morristown,NJ,07960,NA,NA,NA,"21 Washington St, Morristown, NJ, 07960",40.7969833,-74.4818989
League of Historical Societies of NJ,Cultural Site,Morris County Heritage Commission,NA,P.O. Box 900,Morristown,NJ,07963,973-829-8117,morriscountynj.gov/mchc/,Heritage@co.morris.nj.us,"NA, Morristown, NJ, 7963",40.7970382,-74.4809868
League of Historical Societies of NJ,Cultural Site,Morristown National Historical Park,30 Washington Place,NA,Morristown,NJ,07960,973-539-2016,nps.gov/morr,jude_pfister@nps.gov,"30 Washington Place, Morristown, NJ, 7960",40.7973298,-74.4671071
League of Historical Societies of NJ,Cultural Site,North Jersey American Revolution Round Table,30 Washington Place,NA,Morristown,NJ,07960,908-234-1509,NA,njamerrevrt@aol.com,"30 Washington Place, Morristown, NJ, 7960",40.7973298,-74.4671071
League of Historical Societies of NJ,Organization,Washington Association of New Jersey,30 Washington Place,P.O. Box 1473,Morristown,NJ,07962,973-292-1874,wanj.org,NA,"30 Washington Place, Morristown, NJ, 7962",40.7973298,-74.4671071
League of Historical Societies of NJ,Cultural Site,Oakeside-Bloomfield Cultural Center,240 Belleville Avenue,NA,Bloomfield,NJ,07003,973-429-0960,oakeside.org,NA,"240 Belleville Avenue, Bloomfield, NJ, 7003",40.7989884,-74.190707
League of Historical Societies of NJ,Historical Society,Livingston Historical Society,68 Elmwood Drive,NA,Livingston,NJ,07039,NA,NA,NA,"68 Elmwood Drive, Livingston, NJ, 7039",40.8038791,-74.3095347
League of Historical Societies of NJ,Historical Society,Glen Ridge Historical Society,NA,P.O. Box 164,Glen Ridge,NJ,07028,973-748-8977,glenridgehistory.org,NA,"NA, Glen Ridge, NJ, 7028",40.805378,-74.2037566
League of Historical Societies of NJ,Historical Society,Montclair History Center,108 Orange Road,NA,Montclair,NJ,07042,973-744-1796,montclairhistorical.org,NA,"108 Orange Road, Montclair, NJ, 7042",40.8119361,-74.2227823
League of Historical Societies of NJ,Historical Society,Lyndhurst Historical Society,NA,P.O. Box 135,Lyndhurst,NJ,07071,201-804-2513,lyndhursthistoricalsociety.org,NA,"NA, Lyndhurst, NJ, 7071",40.8120247,-74.1242816
Curated using Google,Bookstore,Montclair Book Center,221 Glenridge Ave,NA,Montclair,NJ,07042,NA,NA,NA,"221 Glenridge Ave, Montclair, NJ, 07042",40.8138731,-74.2169275
League of Historical Societies of NJ,Museum,Meadowlands Museum,91 Crane Avenue,NA,Rutherford,NJ,07070,201-935-1175,meadowlandsmuseum.com,NA,"91 Crane Avenue, Rutherford, NJ, 7070",40.8148333,-74.1045049
League of Historical Societies of NJ,"Presevation, Organization",Friends of Anderson Park,NA,P.O. Box 43712,Montclair,NJ,07043,973-495-9056,friendsofandersonpark.com,NA,"NA, Montclair, NJ, 7043",40.8164458,-74.2210643
League of Historical Societies of NJ,Historical Society,East Hanover Historical Society,NA,P.O. Box 68,East Hanover,NJ,07936,973-428-8200,easthanovertownship.com/community.htm,carl@vidalinsuranceagency.com,"NA, East Hanover, NJ, 7936",40.8200998,-74.3648731
League of Historical Societies of NJ,Museum,Whippany Railway Museum,1 Railroad Plaza,P.O. Box 16,Whippany,NJ,07981,973-887-8177,whippanyrailwaymuseum.net,info@whippanyrailwaymuseum.net,"1 Railroad Plaza, Whippany, NJ, 7981",40.8232646,-74.4122925
League of Historical Societies of NJ,Cultural Site,Historic Restoration Trust/Kingsland Manor,3 Kingsland Street,NA,Nutley,NJ,07110,973-661-3410,kingslandmanor.org,NA,"3 Kingsland Street, Nutley, NJ, 7110",40.8267513,-74.14254
League of Historical Societies of NJ,Cultural Site,Essex County Division of Culture & History,22 Crestmont Road,NA,Verona,NJ,07044,973-239-7072,essexcountynj.org,NA,"22 Crestmont Road, Verona, NJ, 7044",40.8290266,-74.2257431
Curated using Google,Bookstore,Watchung Booksellers,54 Fairfield St,NA,Montclair,NJ,07042,NA,NA,NA,"54 Fairfield St, Montclair, NJ, 07042",40.8294585,-74.2063678
League of Historical Societies of NJ,"Historical Society, Genealogy",Swackhammer-Dufford Genealogical Society,47 Franklin Place,NA,Morris Plains,NJ,07950,973-539-4721,NA,swhistoric@gmail.com,"47 Franklin Place, Morris Plains, NJ, 7950",40.829531,-74.4826328
