X,Y,OBJECTID,Name,Address,Demolished,Historic_District,Municipality,MCHSI_ID,Municipal_Code,Site_Number,NR_Listed,County_Determination,NR_Eligibility,GlobalID
627910.4366,496113.7311,888, ,200 Norwood Ave.,No,No,Avon-by-the-Sea Boro.,18,1305,1305-18,No,No,Not Evaluated,60870bb3-384c-481c-bf64-29cdbbd77761
627128.2932,495813.7406,889, ,316 Woodland Ave.,No,No,Avon-by-the-Sea Boro.,19,1305,1305-19,No,No,Not Evaluated,88306ca7-d742-47e9-8642-169af728f402
628780.4175,495638.9161,890, ,34 Woodland Ave.,No,No,Avon-by-the-Sea Boro.,20,1305,1305-20,No,No,Not Evaluated,08d58bdc-568a-4e27-a1c5-bea3e746a1e8
626237.4285,494948.8341,891, ,433 Garfield Ave.,No,No,Avon-by-the-Sea Boro.,21,1305,1305-21,No,No,Not Evaluated,6a47c49e-751b-4994-aeb8-98c157fa4510
623043.8893,496877.3569,893, ,102 Riverview Ave.,No,No,Neptune City Boro.,2,1335,1335-2,No,No,Not Evaluated,c2a20c89-26d8-4281-bb28-8c139a36d211
629559.5806,499910.8741,894, ,906 Beach Ave.,No,No,Bradley Beach Boro.,1,1307,1307-1,No,No,Not Evaluated,df9b6542-0a30-450b-9d45-5cf6d0d9de12
628463.8843,499392.7147,898, ,312 Lareine Ave.,No,No,Bradley Beach Boro.,5,1307,1307-5,No,No,Not Evaluated,9658fcc6-b88a-4be4-b84e-28daad4a5504
629852.2257,499932.8947,900, ,107 Park Pl.,No,No,Bradley Beach Boro.,7,1307,1307-7,No,No,Not Evaluated,297678cd-a4b7-4a1b-9e1e-7f88cd631219
629309.3265,500367.6504,901, ,208 Newark Ave.,Yes,No,Bradley Beach Boro.,8,1307,1307-8,No,No,Not Evaluated,c1d0438a-baa3-4d30-a206-161ceb951b9f
628044.0964,500101.3416,902, ,414 Ocean Park Ave.,No,No,Bradley Beach Boro.,9,1307,1307-9,No,No,Not Evaluated,06e3b2bc-72c6-4e75-a73c-c7f153c35fb8
629432.0307,500101.7175,903, ,200 Park Place Ave.,Yes,No,Bradley Beach Boro.,10,1307,1307-10,No,No,Not Evaluated,2bd9084f-c7cc-462e-8e1f-0ac63c5629ba
629243.8362,499991.9953,904, ,211 Park Place Ave.,No,No,Bradley Beach Boro.,11,1307,1307-11,No,No,Not Evaluated,77eba87b-fbe2-42c9-ab9d-831b3d135283
628726.4583,497395.3768,905, ,208 2nd Ave.,No,Yes,Bradley Beach Boro.,12,1307,1307-12,No,No,Not Evaluated,72881ab5-d452-4304-82d5-f05daf51d1be
629768.4975,500483.3772,906, ,119 Cliff Ave.,No,No,Bradley Beach Boro.,13,1307,1307-13,No,No,Not Evaluated,a1d4946d-1a88-4e25-ac49-805640c3c0e6
627578.37,497815.4114,908, ,200 Fletcher Lake Ave.,No,No,Bradley Beach Boro.,15,1307,1307-15,No,No,Not Evaluated,f8af2471-8327-472a-9001-3383cd5ed3b5
628308.5424,497318.8609,910, ,301 2nd Ave.,No,No,Bradley Beach Boro.,17,1307,1307-17,No,No,Not Evaluated,f430d2ec-020a-41b2-8dcd-cf56f0abaec9
608446.342,501255.042,915, ,1019 Old Corlies Ave.,Yes,No,Neptune Twp.,6,1334,1334-6,No,No,Not Evaluated,9abee413-b7de-4859-848c-9f43dd47a9a1
611188.0429,500113.4511,916, ,801 Old Corlies Ave.,No,No,Neptune Twp.,7,1334,1334-7,No,No,Not Evaluated,5f4dbc3e-0363-4b8c-b9a0-c63a11e16b95
630973.0972,509891.5369,917, ,313 Edgmont Dr.,No,No,Loch Arbor Village,1,1324,1324-1,No,No,Not Evaluated,81d47ff8-c507-4aa0-9fc2-a11d3089f70f
631207.2814,510304.9704,918, ,305 Euclid Ave.,No,No,Loch Arbor Village,2,1334,1334-2,No,No,Not Evaluated,96ce868c-97d0-4ed5-86f2-99dbce4215f9
631572.1757,510348.5323,919, ,106 Norwood Ave.,No,No,Loch Arbor Village,3,1324,1324-3,No,No,Not Evaluated,14a46bd4-d73b-4cef-9343-82e478e41440
631931.0509,510144.5278,920, ,205 Euclid Ave.,No,No,Loch Arbor Village,4,1324,1324-4,No,No,Not Evaluated,dca445f8-d5a4-4ffd-bca9-56e61769cfe1
631354.662,509855.4654,921, ,1 Norwood Ave,No,No,Loch Arbor Village,5,1324,1324-5,No,No,Not Evaluated,c2b03243-9431-4fb9-b746-d46f50a94ddf
631943.628,510007.4346,922, ,202 Euclid Ave.,No,No,Loch Arbor Village,6,1324,1324-6,No,No,Not Evaluated,3cdb8883-5b94-44f8-8c9f-357073e313c9
632564.071,510870.7797,923, ,1 Allen Ave.,No,No,Allenhurst Boro.,1,1301,1301-1,No,No,Not Evaluated,2bc7eed7-406e-4c34-bb4b-6cd9e1b25ba5
630404.1984,511264.2625,925, ,303 Allen Ave.,No,No,Allenhurst Boro.,3,1301,1301-3,No,No,Not Evaluated,f818e098-c5f0-4bdd-a984-2041d3cc3867
630308.0191,511288.2598,926, ,307 Allen Ave.,No,No,Allenhurst Boro.,4,1301,1301-4,No,No,Not Evaluated,1a5f69e0-9738-4896-8fe0-efaa9a4f9b22
632190.9969,512000.1688,927, ,101 Cedar Ave.,No,No,Allenhurst Boro.,5,1301,1301-5,No,No,Not Evaluated,204ce6a3-a957-48c5-a9e3-a94e71b1f42f
632017.1958,512036.0962,928, ,105 Cedar Ave.,No,No,Allenhurst Boro.,6,1301,1301-6,No,No,Not Evaluated,48c477db-cffc-44c0-a1cb-c1e706855f49
631119.9794,512202.6976,929, ,211 Cedar Ave.,No,No,Allenhurst Boro.,7,1301,1301-7,No,Yes,Not Evaluated,8005a2ed-4313-4ee2-97a0-77f94ab96df5
631425.6963,511461.3539,930, ,203 Corlies Ave.,No,No,Allenhurst Boro.,8,1301,1301-8,No,Yes,Not Evaluated,1f3819be-8640-4b29-9f00-0039e9b465df
631417.8092,511267.8661,931, ,204 Corlies Ave.,No,No,Allenhurst Boro.,9,1301,1301-9,No,Yes,Not Evaluated,6955b4f9-7a39-4600-9ad5-2c7a3a15bc21
631315.3268,511295.7125,932, ,208 Corlies Ave.,No,No,Allenhurst Boro.,10,1301,1301-10,No,No,Not Evaluated,c1b1c64d-52a0-4bc6-ad1c-1b4544385533
630918.4578,511366.4109,933, ,226 Corlies Ave.,No,No,Allenhurst Boro.,11,1301,1301-11,No,No,Not Evaluated,dcbb3e87-b9cb-4128-8297-af2d4a6e3bc6
630617.5949,511416.5821,934, ,236 Corlies Ave.,No,No,Allenhurst Boro.,12,1301,1301-12,No,Yes,Not Evaluated,30fb2964-afe7-45dc-93b4-8748f536bb59
631916.8659,510533.9716,935, ,107 Elberon Ave.,No,No,Allenhurst Boro.,13,1301,1301-13,No,No,Not Evaluated,bf37cab6-c2c7-468c-b9f8-83602b89c32d
631745.7068,510569.6326,936, ,115 Elberon Ave.,No,No,Allenhurst Boro.,14,1301,1301-14,No,No,Not Evaluated,c42d6ff4-692f-4c34-87bb-e08fb6f7dc2b
631352.6797,510720.2869,937, ,205 Elberon Ave.,No,No,Allenhurst Boro.,15,1301,1301-15,No,No,Not Evaluated,181f30e2-5886-439d-9ad4-4cc13d65af64
630513.9209,510876.2495,938, ,239 Elberon Ave.,No,No,Allenhurst Boro.,16,1301,1301-16,No,No,Not Evaluated,e057aabb-39b2-43d7-9259-c4444f4d13a7
629639.3232,512088.0971,941, ,498 Spier Ave.,No,No,Allenhurst Boro.,19,1301,1301-19,No,No,Not Evaluated,71937e48-5ba6-438d-9173-b4bf6eff212f
632215.7111,511300.3149,944, ,27 Ocean Ave.,No,No,Allenhurst Boro.,22,1301,1301-22,No,No,Not Evaluated,49882838-b525-4868-8987-036b55819308
632978.7421,511486.8493,945, ,1 Spier Ave.,No,No,Allenhurst Boro.,23,1301,1301-23,No,No,Not Evaluated,25f377b6-9b68-4edc-86cc-fdb2eff8e7a6
632945.9298,511287.891,946, ,2 Spier Ave.,No,No,Allenhurst Boro.,24,1301,1301-24,No,No,Not Evaluated,9b29a900-2b2e-4a74-a6f6-515489e427a1
632884.9923,511499.8703,947, ,5 Spier Ave.,No,No,Allenhurst Boro.,25,1301,1301-25,No,No,Not Evaluated,409ebde8-3324-4899-8a5e-21151cf89d7d
632695.9297,511536.8492,948, ,15 Spier Ave.,No,No,Allenhurst Boro.,26,1301,1301-26,No,Yes,Not Evaluated,fcedf43c-26c8-43e8-8c5e-b4b22cd9af60
632344.66,511609.3484,949, ,29 Spier Ave.,No,No,Allenhurst Boro.,27,1301,1301-27,No,No,Not Evaluated,1cf6fbef-05f4-413b-8c9c-ebf484def255
630418.4857,511836.9182,951, ,306 Spier Ave.,No,No,Allenhurst Boro.,29,1301,1301-29,No,No,Not Evaluated,9e71ad73-0c44-4545-9786-06142b40e11e
628772.1993,510346.7817,952, ,109 Bendermere Ave.,No,Yes,Interlaken Boro.,1,1320,1320-1,No,No,Not Evaluated,f89f3fb4-9668-4f7d-b512-d4be2db909c8
628897.2726,510297.4987,953, ,26 Brindlemere Ave.,No,Yes,Interlaken Boro.,2,1320,1320-2,No,No,Not Evaluated,4eff880a-fa99-4193-9e61-bc95b67d3682
626506.8774,512314.0471,955, ,611 Brindlemere Ave.,No,Yes,Interlaken Boro.,4,1320,1320-4,No,No,Not Evaluated,dd18720e-54ca-4dac-830d-369ece4dfc7c
628345.2422,510708.8735,956, ,214 Buttermere Ave.,No,Yes,Interlaken Boro.,5,1320,1320-5,No,No,Not Evaluated,246dc106-2366-440c-b79e-5857d2dd3dc1
628139.7301,510238.0401,960, ,215 Grassmere Ave.,No,Yes,Interlaken Boro.,9,1320,1320-9,No,No,Not Evaluated,22fa6067-4f2c-4178-9425-0f9d69061725
627838.527,509750.4092,964, ,300 Windmere Ave.,No,Yes,Interlaken Boro.,13,1320,1320-13,No,No,Not Evaluated,62c6c9d0-0e12-48f3-bc1e-d1be20cc27d4
627747.8323,509772.7723,965, ,302 Windmere Ave.,No,Yes,Interlaken Boro.,14,1320,1320-14,No,No,Not Evaluated,8be898f4-4d5b-41ff-bd31-eba45ff40e6b
626392.6713,510077.0536,967, ,508 Windmere Ave.,No,Yes,Interlaken Boro.,16,1320,1320-16,No,No,Not Evaluated,f286a0b5-b8d1-4337-af9c-d9733e1505b7
625931.1217,510248.504,968, ,614 Windmere Ave.,No,Yes,Interlaken Boro.,17,1320,1320-17,No,No,Not Evaluated,86657d3a-891b-4b00-9bf7-039bd4241941
625709.9755,510287.6394,969, ,622 Windmere Ave.,No,Yes,Interlaken Boro.,18,1320,1320-18,No,No,Not Evaluated,460dd136-7908-4311-9a12-3b8aefd6a24b
625637.9169,510326.7748,970, ,624 Windmere Ave.,No,Yes,Interlaken Boro.,19,1320,1320-19,No,No,Not Evaluated,61c7bfde-9c96-4d06-8fa4-b3488826e4f1
625554.6762,510538.6032,971, ,630 Windmere Ave.,No,Yes,Interlaken Boro.,20,1320,1320-20,No,No,Not Evaluated,9eaf513d-e402-4ff0-8b7b-1cd4e3e95966
627355.9358,510268.2556,973, ,400 Grassmere Ave.,No,Yes,Interlaken Boro.,22,1320,1320-22,No,No,Not Evaluated,eb4bd6b6-67f5-4c34-bc48-5bbc7f54e082
627152.069,510534.3791,974, ,413 Grassmere Ave.,No,Yes,Interlaken Boro.,23,1320,1320-23,No,No,Not Evaluated,e9561626-8564-4835-a54a-ec9f457b04a9
626292.4047,510564.0595,975, ,600 Grassmere Ave.,No,Yes,Interlaken Boro.,24,1320,1320-24,No,No,Not Evaluated,e2d33822-8650-4243-8ba9-6c51c2d78acd
625708.8977,510922.1326,977, ,701 Grassmere Ave.,No,Yes,Interlaken Boro.,26,1320,1320-26,No,No,Not Evaluated,f6336f36-22cc-477b-a1cb-111c63b2e9a1
626096.7398,511572.792,979, ,30 Rona St.,No,Yes,Interlaken Boro.,28,1320,1320-28,No,No,Not Evaluated,128642e5-8af8-4efc-ba7a-942ae605b691
626163.3249,511554.131,980, ,611 Woodmere Ave.,No,Yes,Interlaken Boro.,29,1320,1320-29,No,No,Not Evaluated,a8439dcb-6e82-4ead-926b-fe5d9f93daf9
626318.5874,511582.3435,981, ,605 Woodmere Ave.,No,Yes,Interlaken Boro.,30,1320,1320-30,No,No,Not Evaluated,d8b511d2-f8ed-4d62-9511-b5c49deb8202
628503.4072,510463.8651,982, ,205 Bendermere Ave.,Yes,Yes,Interlaken Boro.,31,1320,1320-31,No,No,Not Evaluated,733ad3aa-36bc-4627-99c1-ab2f71bf8488
627313.2597,510954.4901,983, ,413 Bendermere Ave.,No,Yes,Interlaken Boro.,32,1320,1320-32,No,No,Not Evaluated,641003cb-4b4d-48ca-b91d-83117a4a394b
627052.8432,511080.0109,984, ,501 Bendermere Ave.,No,Yes,Interlaken Boro.,33,1320,1320-33,No,No,Not Evaluated,cbe1a344-3a3a-4ba7-9b0f-39203e2fa31d
626987.218,511105.0108,985, ,503 Bendermere Ave.,No,Yes,Interlaken Boro.,34,1320,1320-34,No,No,Not Evaluated,7ebd3944-4119-4d42-9a6e-4cec0a5ffad0
626690.8639,511211.7819,986, ,517 Bendermere Ave.,No,Yes,Interlaken Boro.,35,1320,1320-35,No,No,Not Evaluated,0df14e32-6cff-4ada-988e-e3b3494c9640
626156.489,511188.3443,987, ,614 Bendermere Ave.,No,Yes,Interlaken Boro.,36,1320,1320-36,No,No,Not Evaluated,2eaafab0-5b75-41de-b36c-dc0028b81c81
625704.4056,511585.2192,988, ,711 Bendermere Ave.,No,Yes,Interlaken Boro.,37,1320,1320-37,No,No,Not Evaluated,2c4b94bd-2442-4bad-b424-f0ce11d4a53a
625595.0305,511628.4484,989, ,715 Bendermere Ave.,No,Yes,Interlaken Boro.,38,1320,1320-38,No,No,Not Evaluated,23c1e6d2-4f7e-410b-8885-cad427c71485
627647.7157,511067.924,990, ,35 Westra St.,No,Yes,Interlaken Boro.,39,1320,1320-39,No,No,Not Evaluated,01166a1f-071b-4330-ac92-413f6a7b4879
627334.174,510136.1532,991, ,401 Windmere Ave.,No,Yes,Interlaken Boro.,40,1320,1320-40,No,No,Not Evaluated,4a6bbcc7-0c50-4aa4-965c-c325cfdeb00a
628361.0837,510907.3065,992, ,219 Buttermere Ave.,No,Yes,Interlaken Boro.,41,1320,1320-41,No,No,Not Evaluated,537cc54c-5662-4034-8556-fc477cc23d9a
627468.1904,511190.5139,993, ,410 Buttermere Ave.,No,Yes,Interlaken Boro.,42,1320,1320-42,No,No,Not Evaluated,8f0fa6a1-58bc-4054-8aa1-ed6360ffd779
626045.0463,511863.1773,994, ,701 Fernmere Ave.,No,Yes,Interlaken Boro.,43,1320,1320-43,No,No,Not Evaluated,a3f83ba2-b332-441b-b446-dee193adf95d
628925.054,510126.001,995, ,10 Brindlemere Ave.,No,Yes,Interlaken Boro.,44,1320,1320-44,No,No,Not Evaluated,b57167a2-ce98-4261-9650-14ed16b77718
628915.9631,510569.8413,996, ,100 Brindlemere Ave.,No,Yes,Interlaken Boro.,45,1320,1320-45,No,No,Not Evaluated,e5473b8e-306d-44af-b0e3-54e766bd09c7
628226.6902,510987.8989,997, ,300 Brindlemere Ave.,No,Yes,Interlaken Boro.,46,1320,1320-46,No,No,Not Evaluated,ec1c3ed2-24e3-4389-b56b-a54267936df4
628046.9272,511064.2648,998, ,312 Brindlemere Ave.,No,Yes,Interlaken Boro.,47,1320,1320-47,No,No,Not Evaluated,6fb6ed59-e2ab-481d-b779-f282d05a0797
630620.3921,504897.0488,1000, ,300 Asbury Ave.,Yes,No,Asbury Park Boro.,2,1303,1303-2,No,No,Not Evaluated,720e0505-7089-4c59-84c0-95f8b1a23317
628670.4564,505594.5491,1002, ,705 Asbury Ave.,No,No,Asbury Park Boro.,4,1303,1303-4,No,No,Not Evaluated,9de524c5-52e4-423e-86f5-ea01f2682624
630636.92,505979.5211,1004, ,1005 Bergh St.,No,No,Asbury Park Boro.,6,1303,1303-6,No,No,Not Evaluated,529a6d08-8a33-4917-bf29-dea511655c52
631614.254,508630.042,1007, ,301 8th Ave.,No,No,Asbury Park Boro.,10,1303,1303-10,No,No,Not Evaluated,f987b8c5-8908-4999-8271-278c63bdd738
631512.1705,508451.5699,1008, ,302 8th Ave.,No,No,Asbury Park Boro.,11,1303,1303-11,No,No,Not Evaluated,05d3bc46-de49-44ae-82bd-3bd726f7c54c
630547.7263,508919.0234,1010, ,503 8th Ave.,No,No,Asbury Park Boro.,13,1303,1303-13,No,No,Not Evaluated,4fe6bd50-30c2-4f15-99d9-25b13100c308
629491.1362,505782.5392,1012, ,513 1st Ave.,No,No,Asbury Park Boro.,15,1303,1303-15,No,No,Not Evaluated,e2aa68ce-732e-4ce5-979e-7a9f75fa611c
629397.3864,505799.2058,1013, ,517 1st Ave.,No,No,Asbury Park Boro.,16,1303,1303-16,No,No,Not Evaluated,152a68ca-ac8f-426a-aec9-5410e9f38935
629901.1213,506724.9727,1014, ,504 4th Ave.,No,No,Asbury Park Boro.,17,1303,1303-17,No,No,Not Evaluated,a7557fe7-b712-466c-a433-0da928bdc419
629819.3468,506117.0375,1017, ,1001 Grand Ave.,No,Yes,Asbury Park Boro.,20,1303,1303-20,No,No,Not Evaluated,27c3a879-2cc0-4233-8e69-5f07765056ef
631239.2997,509049.9067,1019, ,10 Deal Lake Ct.,No,No,Asbury Park Boro.,23,1303,1303-23,No,No,Not Evaluated,779fd2e0-7ca0-4e11-af5b-22ab813b01ae
627919.788,503812.1402,1021, ,163 Main St.,Yes,No,Asbury Park Boro.,25,1303,1303-25,No,No,Not Evaluated,78036b1d-c7b4-445f-b88d-4cef3d109992
630001.895,506058.5104,1033, ,415 2nd Ave.,No,Yes,Asbury Park Boro.,37,1303,1303-37,No,No,Not Evaluated,96fa9616-1bcf-4889-a90b-2f62b0789624
629721.1184,506138.0286,1034, ,505 2nd Ave.,No,Yes,Asbury Park Boro.,38,1303,1303-38,No,No,Not Evaluated,2542068e-4da0-4c36-ad19-7e51db11ffad
629641.2573,505972.7507,1035, ,506 2nd Ave.,No,Yes,Asbury Park Boro.,39,1303,1303-39,No,No,Not Evaluated,9d194b29-ab59-45c4-94e2-56657ad277ad
629568.3404,506179.6952,1037, ,511 2nd Ave.,No,Yes,Asbury Park Boro.,41,1303,1303-41,No,No,Not Evaluated,de733725-6046-42c1-a0c1-3423ddf18e0d
629456.5349,506016.5007,1038, ,514 2nd Ave.,No,Yes,Asbury Park Boro.,42,1303,1303-42,No,No,Not Evaluated,bbde776e-023b-4d9f-a36c-793b820969f8
630930.1999,507964.2589,1039, ,321 6th Ave.,No,No,Asbury Park Boro.,43,1303,1303-43,No,No,Not Evaluated,9e1ba14a-2c0d-4cc3-a441-440c4224ae07
629416.0501,508365.1918,1040, ,705 6th Ave.,No,Yes,Asbury Park Boro.,44,1303,1303-44,No,No,Not Evaluated,1e82c492-d013-48da-8d06-f72f59882378
629384.8001,508376.303,1041, ,707 6th Ave.,No,Yes,Asbury Park Boro.,45,1303,1303-45,No,No,Not Evaluated,c915e71f-fbe6-43d4-bb47-33e07f71feb7
631464.0309,508471.6746,1042, ,304 8th Ave.,No,No,Asbury Park Boro.,47,1303,1303-47,No,No,Not Evaluated,f8e4bd8b-b5bb-4a6f-a31b-f8e710da3528
630450.6474,508742.5864,1043, ,504 8th Ave.,No,Yes,Asbury Park Boro.,48,1303,1303-48,No,No,Not Evaluated,dbe860e8-23ab-4054-b044-afc363b8a0c0
630970.8527,508828.6456,1044, ,1701 PArk Ave.,No,No,Asbury Park Boro.,49,1303,1303-49,No,No,Not Evaluated,5c3b28e8-7537-42cd-a6d7-a455d1631110
628713.0088,508351.0108,1045, ,1411 Memorial Dr.,No,No,Asbury Park Boro.,50,1303,1303-50,No,No,Not Evaluated,57055c5e-6508-4fb5-80f6-1a1268591eda
626192.7557,508322.9265,1047, ,9 Locust Dr.,No,No,Asbury Park Boro.,52,1303,1303-52,No,No,Not Evaluated,2fc2e402-9b3d-455a-8ed5-cf8d171e65d6
626105.9504,508297.9265,1048, ,11 Locust Dr.,No,No,Asbury Park Boro.,53,1303,1303-53,No,No,Not Evaluated,a2b7494f-9cf6-4d6d-b8da-4144e6da6cce
624536.134,507222.9959,1049, ,1708 4th Ave.,No,No,Asbury Park Boro.,54,1303,1303-54,No,No,Not Evaluated,de1874d0-557d-49a3-94d4-e9cc8765b81a
624668.7659,506948.3285,1050, ,1708 3rd Ave.,No,No,Asbury Park Boro.,55,1303,1303-55,No,No,Not Evaluated,89c97b1a-1b72-475f-a91a-a09f8cf07534
625982.7689,507621.087,1052, ,1108 Jeffery St.,No,No,Asbury Park Boro.,57,1303,1303-57,No,No,Not Evaluated,a09911d2-68c1-4a2c-9d7c-b09812d35127
626023.3659,505892.6702,1053, ,650 Church St.,Yes,No,Asbury Park Boro.,58,1303,1303-58,No,No,Not Evaluated,c9f23234-a8ad-43e3-bf98-2cea096c4777
627319.238,505626.985,1054, ,1021 Sewall Ave.,No,No,Asbury Park Boro.,59,1303,1303-59,No,No,Not Evaluated,c3a686dc-c58f-4e2e-b5eb-ac651d2dc6b5
630536.121,506985.895,1057, ,402 5th Ave.,No,No,Asbury Park Boro.,62,1303,1303-62,No,No,Not Evaluated,898d3b18-5816-4fca-a058-4fade62bb26f
628089.6564,504030.6464,1059, ,208 Main St.,No,Yes,Asbury Park Boro.,64,1303,1303-64,No,No,Not Evaluated,c35388a9-c4c4-4f19-b147-7b3a34f46908
632596.3177,518707.6377,1064, ,71 Almyr Ave.,No,No,Deal Boro.,2,1310,1310-2,No,No,Not Evaluated,b46288c7-cc2c-442b-b30d-ef6ab0b3e600
633809.7972,520119.4843,1066, ,45 Jerome Ave.,Yes,No,Deal Boro.,4,1310,1310-4,No,No,Not Evaluated,3104b00c-d7e7-4110-934d-177846afbe58
634168.412,519242.1881,1067, ,53 Ocean Ave.,No,No,Deal Boro.,5,1310,1310-5,No,No,Not Evaluated,b5e9f5f7-230b-4652-85c7-7628bfe83b5e
633315.6551,517223.9881,1068, ,124 Ocean Ave.,Yes,No,Deal Boro.,6,1310,1310-6,No,No,Not Evaluated,b762f79b-64d4-44db-8cf0-13fa955a0d70
632194.8726,518089.6324,1069, ,91 Phillips Ave.,No,No,Deal Boro.,7,1310,1310-7,No,No,Not Evaluated,2606ad10-df9f-4157-9e8d-b3ca110266b0
630884.3221,517411.3082,1070, ,136 Brighton Rd.,No,No,Deal Boro.,8,1310,1310-8,No,No,Not Evaluated,724897fd-357b-4985-a8cd-34f45770f0ef
634832.1806,518951.2386,1071, ,East End of Roosevelet Ave.,No,No,Deal Boro.,9,1310,1310-9,No,No,Not Evaluated,aa327450-c8d4-4407-bb2e-a279e5797d83
632185.3306,518625.8544,1072, ,61 Poplar Ave.,No,No,Deal Boro.,10,1310,1310-10,No,Possible,Not Evaluated,65ea3bdb-590f-46ae-a81a-b320d48a186c
633590.7537,519905.1297,1073, ,50 Jerome Ave.,No,No,Deal Boro.,11,1310,1310-11,No,Possible,Not Evaluated,3e948535-4ee9-4ab6-acc3-79415080036a
631870.7843,514704.6765,1074, ,72 Darlington Ave.,No,Yes,Deal Boro.,1-Jan,1310,1310-1-1,No,No,Not Evaluated,73a53cb4-3c9a-4a37-96f0-6de519df6030
634266.4006,519610.3308,1075, ,39 Ocean Ave.,No,No,Deal Boro.,12,1310,1310-12,No,No,Not Evaluated,76abb5dd-5962-40ea-9b29-d61ee245ff4d
632515.1971,514383.6549,1076, ,45 Deal Esplande,Yes,Yes,Deal Boro.,2-Jan,1310,1310-1-2,No,No,Not Evaluated,ea9d74c3-c8ad-4d03-84cd-98fce742ca72
631047.3257,514373.1152,1077, ,94 Deal Esplande,No,Yes,Deal Boro.,3-Jan,1310,1310-1-3,No,No,Not Evaluated,c72ac6eb-4d89-481a-89f6-33ea612ff32b
632205.4536,513115.3618,1078, ,43 Hathaway Ave.,No,Yes,Deal Boro.,4-Jan,1310,1310-1-4,No,No,Not Evaluated,1c92e3fe-f9a0-43fe-9aaa-27a6667b4773
631605.9725,514733.515,1080, ,211 Norwood Ave.,No,Yes,Deal Boro.,6-Jan,1310,1310-1-6,No,Yes,Not Evaluated,974039e6-c4cd-4924-a690-039e5469a333
631531.9681,512535.2498,1081, ,285 Norwood Ave.,No,Yes,Deal Boro.,7-Jan,1310,1310-1-7,No,No,Not Evaluated,3a72320c-98bb-478b-9666-ffaed1e38529
632002.8674,512416.2936,1082, ,43 Neptune Ave.,No,Yes,Deal Boro.,8-Jan,1310,1310-1-8,No,No,Not Evaluated,e8a29eff-f84a-42e6-8b39-363213c0f53b
632747.1491,514876.9462,1083, ,208 Ocean Ave.,No,Yes,Deal Boro.,9-Jan,1310,1310-1-9,No,Yes,Not Evaluated,1657c3f0-0d26-4e3a-b5f5-68782de0491e
632498.1207,513700.6651,1084, ,248 Ocean Ave.,No,Yes,Deal Boro.,10-Jan,1310,1310-1-10,No,No,Not Evaluated,a721e6ba-f542-4c1c-aade-0a138425faf6
630145.6854,513077.438,1086, ,"40.240982, -74.005682",No,Yes,Deal Boro.,12-Jan,1310,1310-1-12,No,Yes,Not Evaluated,55ad4e62-034a-42a6-94ca-1dbc64b3df05
632236.1045,512521.0018,1087, ,38 Sydney Ave.,Yes,Yes,Deal Boro.,13-Jan,1310,1310-1-13,No,No,Not Evaluated,c8496242-ef4e-45bf-ab7a-75d1e0c897ec
632496.7752,512317.1925,1088, ,307 Ocean Ave.,No,Yes,Deal Boro.,14-Jan,1310,1310-1-14,No,No,Not Evaluated,5d77a5f0-8a58-4624-832c-4a1c1bf3e7d1
631038.851,514297.4726,1089, ,28 Richmond Ave.,No,Yes,Deal Boro.,15-Jan,1310,1310-1-15,No,No,Not Evaluated,38333dbf-035e-4698-9a6f-bca7dc5922d8
631216.4389,512575.4091,1090, ,73 Neptune Ave.,No,Yes,Deal Boro.,16-Jan,1310,1310-1-16,No,No,Not Evaluated,9cbd6ade-0794-46ce-be2c-6a04dddd4f5e
631824.6653,512245.1093,1091, ,56 Neptune Ave.,No,Yes,Deal Boro.,17-Jan,1310,1310-1-17,No,No,Not Evaluated,fa6c15f7-a063-42bd-b2ef-1f84b9521147
630834.0627,524191.3987,1093, ,76 Norwood Ave.,No,No,Ocean Twp.,10,1337,1337-10,No,Yes,Not Evaluated,1da16697-0168-446b-b70f-759fda172894
630270.2984,523913.8254,1094, ,231 Park Ave.,No,No,Ocean Twp.,11,1337,1337-11,No,No,Not Evaluated,9d234617-814c-4a96-9649-b702573b5738
629159.9387,523455.3385,1095, ,275 Park Ave.,No,No,Ocean Twp.,12,1337,1337-12,No,Possible,Not Evaluated,0995d84a-aae9-4eba-9b03-17d02d1a76f6
626900.9583,523985.8535,1096, ,365 West Park Ave.,Yes,No,Ocean Twp.,13,1337,1337-13,No,No,Not Evaluated,9712212d-d736-450a-9d3a-2d77bf6c3587
613161.0314,519684.8549,1097, ,1136 West Park Ave.,No,No,Ocean Twp.,15,1337,1337-15,No,No,Not Evaluated,dce021a6-2b8f-4f88-8818-07a1c54852aa
626041.1818,508640.1476,1100, ,1400 S. Wanamassa Dr.,No,No,Ocean Twp.,18,1337,1337-18,No,No,Identified,d7152705-442b-43a3-91e7-3ad8d31b04f6
628648.2744,511437.4455,1102, ,515 S. Edgemere Ave.,No,No,Ocean Twp.,2,1337,1337-2,No,No,Not Evaluated,9a54f803-c8b5-4d08-a834-74f99dcdb8fe
627069.1312,525032.2664,1105, ,7 Monmouth Rd.,No,No,Ocean Twp.,5,1337,1337-5,No,No,Not Evaluated,9daf28d8-4d64-47f5-95fd-3be1cf3c1695
627089.3352,524208.6874,1106, ,44 Monmouth Rd.,No,No,Ocean Twp.,6,1337,1337-6,No,No,Not Evaluated,7f1b06f8-9f56-46ae-b308-f999c0a00ad5
